사용자질문,추천결과,정답Intent,추천방법,추천근거,정답여부,
t2 자기부상열차 타는 곳,236,236,cnn,{},TRUE,
버스타는곳알려줘,236,236,cnn,{},TRUE,
ktx 타는곳 정보 주세요,236,236,cnn,{},TRUE,
버스는 제2여객터미널 어디서 타,236,236,cnn,{},TRUE,
버스는 제1여객터미널 어디서 타,236,236,cnn,{},TRUE,
콜밴은 제1여객터미널 어디서 타요?,236,236,cnn,{},TRUE,
콜밴은 제2여객터미널 어디서 타요?,236,236,cnn,{},TRUE,
티원 셔틀 타는 곳,236,236,cnn,{},TRUE,
티투 셔틀 타는 곳,236,236,cnn,{},TRUE,
KTX는 어디서타?,236,236,cnn,{},TRUE,
대중교통중 심야버스 정차장 안내해줄래?,236,236,cnn,{},TRUE,
리니어 트레인 정류장 알려줘,65,236,none,{},FALSE,
제2여객터미널 리니어모터카 정차장 어디야?,236,236,cnn,{},TRUE,
제1여객터미널 자기부상열차 정차장 어디야?,236,236,cnn,{},TRUE,
셔틀버스 탑승장소가 어디야?,236,236,cnn,{},TRUE,
셔틀버스타는곳이어디야?,236,236,cnn,{},TRUE,
버스 정차장 안내해줘,236,236,cnn,{},TRUE,
t1 공항철도 타는 곳 알려줘,236,236,cnn,{},TRUE,
t2 공항철도 타는 곳 알려줘,236,236,cnn,{},TRUE,
장기주차장 셔틀 정차장 안내해줘,129,236,none,{},FALSE,
납부유예 신청와 연관된 사항,237,237,cnn,{},TRUE,
납부유예 신청이 설명된 조항,237,237,cnn,{},TRUE,
어떤 식으로 납부유예를 신청하지?,237,237,cnn,{},TRUE,
어떤 방식으로 납부유예 신청이 이뤄져?,237,237,cnn,{},TRUE,
납부유예 신청이 이뤄지는 단계,237,237,cnn,{},TRUE,
납부유예 신청 관련 프로세스,237,237,cnn,{},TRUE,
계획휴전 보상금 관련 강제집행신청을 구상권청구소송과 병행했을 때 판례,238,238,cnn,{},TRUE,
계획정전 관련 구상소송 판례에서 강제집행을 명령한 경우가 있나요?,238,238,cnn,{},TRUE,
계획정전 손해액에 대한 구상권청구소송에서 강제집행을 병행할 수 있나요?,238,238,cnn,{},TRUE,
계획정전 손해액 관련 구상소송 판례에서 결정한 분담율은?,238,238,cnn,{},TRUE,
책임비율을 알 수 있는 계획정전 관련 구상권 소송 판례가 있나요?,238,238,cnn,{},TRUE,
계획정전으로 발생한 손해액에 대해 구상비율을 나눈 구상소송 판례 보여줘,238,238,cnn,{},TRUE,
계획휴전으로 야기된 배상금에 대한 책임구상 비율을 측정한 판례문,238,238,cnn,{},TRUE,
계획휴전 피해 관련 구상권청구소송에서 구상권소멸시효가 중단되는 경우는?,238,238,cnn,{},TRUE,
계획정전 피해금에 대한 구상소송에서 청구권한 인정범위는?,238,238,cnn,{},TRUE,
계획휴전 피해 손실금에 대해 구상권청구소송에서 구상권한 적용범위는?,238,238,cnn,{},TRUE,
계획휴전 손해액에 대해 구상소송에서 구상비율을 판단한 사례 보여줘,238,238,cnn,{},TRUE,
계획휴전 손실 보상금에 대해 구상소송에서 책임구상비율을 나눈 판례,238,238,cnn,{},TRUE,
계획정전으로 야기된 보상금 지급 후 구상소송에서 분담비율 측정 판례 보여줘,238,238,cnn,{},TRUE,
구상금청구소송 중 계획정전과 관련된 판례에서 구상비율을 결정한 판례 있나요?,238,238,cnn,{},TRUE,
계획휴전 피해액에 대한 책임비율을 구하기 위해 구상소송까지 간 사례 보여줘,238,238,cnn,{},TRUE,
계획정전 배상금에 대한 구상비율을 찾기 위해 구상권청구소송을 제기한 사례는?,238,238,cnn,{},TRUE,
계획정전 관련 구상비율을 측정한 구상소송 판례 중 판례가 변경된 경우,238,238,cnn,{},TRUE,
계획휴전 관련 구상금청구소송에서 구상금 비율을 측정한 판례가 변경된 사례,238,238,cnn,{},TRUE,
계획휴전 관련 손해액에 대한 책임비율 구한 구상소송 판례가 변경된 경우는?,238,238,cnn,{},TRUE,
계획정전 관련 구상권인정척도가 변경된 구상소송 판례 알려줘,238,238,cnn,{},TRUE,
정부지원금 적립 신청 시 전산 입력하는 방법이 뭐야?,239,239,cnn,{},TRUE,
정부지원금 적립 신청할 때 필요한 서류를 알려줘,239,239,cnn,{},TRUE,
정부지원금 적립 신청에는 어떤 구비서류를 제출해야 돼?,239,239,cnn,{},TRUE,
정부지원금 적립 신청할 때 필수로 제출해야 하는 서류가 뭘까?,239,239,cnn,{},TRUE,
정부지원금 적립 신청 방법이 어떻게 되나요?,239,239,cnn,{},TRUE,
MICE Concierge Service 영업시간 알려줘,85,240,none,{},FALSE,
MICE Concierge Service 위치 알려줘,85,240,none,{},FALSE,
asiana club 영업시간 알려줘,85,240,none,{},FALSE,
asiana club 위치 알려줘,85,240,none,{},FALSE,
asiana club 연락처 알려줘,85,240,none,{},FALSE,
nps국민연금 영업시간 안내좀,240,240,cnn,{},TRUE,
샤워하는 데 있나요?,240,240,cnn,{},TRUE,
샤워시설 알려줘,36,240,none,{},FALSE,
제1여객터미널인데 샤워실 어딨음?,7,240,none,{},FALSE,
MICE Concierge Service 연락처 알려줘,85,240,none,{},FALSE,
기도할 수 있는곳 위치 안내해줘,136,240,none,{},FALSE,
영화 어디서 봐,85,240,none,{},FALSE,
몇번터미널로 가? 49번게이트,241,241,cnn,{},TRUE,
50번탑승구 가려면 어디터미널로가?,241,241,cnn,{},TRUE,
게이트231은 무슨터미널?,241,241,cnn,{},TRUE,
270번게이트는 어디서 타?,241,241,cnn,{},TRUE,
탑승구132번 어디로가서타나요,241,241,cnn,{},TRUE,
터미널1에서 어떤게이트 갈수있니?,241,241,cnn,{},TRUE,
게이트삼번 어디로가서 탑승해?,241,241,cnn,{},TRUE,
몇번터미널 인가요 101번,241,241,cnn,{},TRUE,
게이트77번 어디 터미널이니,241,241,cnn,{},TRUE,
게이트270번 어딨니?,241,241,cnn,{},TRUE,
티투에 몇번게이트 있나요,241,241,cnn,{},TRUE,
터미널1에있는게이트 알려줘,241,241,cnn,{},TRUE,
게이트33번 어디로가?,241,241,cnn,{},TRUE,
나 어디서 타야하는거야?,236,241,none,{},FALSE,
어느 터미널 가서 탑승해야 합니까?,241,241,cnn,{},TRUE,
제1여객터미널에서 탑승구 어디야?,241,241,cnn,{},TRUE,
해외갈때 어디 탑승구 이용?,241,241,cnn,{},TRUE,
탑승구 위치 좀 알려줘,241,241,cnn,{},TRUE,
출국할건데 탑승구 위치좀,241,241,cnn,{},TRUE,
미국으로 출국하는데 탑승구 위치좀,241,241,cnn,{},TRUE,
나 혼자서 뭐하면 좋을까요?,242,242,cnn,{},TRUE,
심심한데 뭐할까?,242,242,cnn,{},TRUE,
점심먹고서 할만한거 추천해봐,242,242,cnn,{},TRUE,
어떤거 하면 시간이 빨리가지?,242,242,cnn,{},TRUE,
영화보고나서 뭐하지?,242,242,cnn,{},TRUE,
이따 뭐할지 정해봐,242,242,cnn,{},TRUE,
남친이랑 뭐할까요,242,242,cnn,{},TRUE,
일 끝나고 뭐하면서 시간보낼까?,242,242,cnn,{},TRUE,
어떤거 할지 알려줘봐,74,242,none,{},FALSE,
아침에 일어나서 뭐하면 상쾌해질까,242,242,cnn,{},TRUE,
점심먹구서 어떤거 하면 소화잘될까,85,242,none,{},FALSE,
새벽 3시에 뭐하지,242,242,cnn,{},TRUE,
음 이따 머하지?,242,242,cnn,{},TRUE,
나 머하지? 추천좀해줘,242,242,cnn,{},TRUE,
공항에서 시간때울만한거 있니?,29,242,none,{},FALSE,
오후에 시간남으면 뭐하죠?,242,242,cnn,{},TRUE,
불금에 어울리는 할일 찾아줘,242,242,cnn,{},TRUE,
쉬는날 뭐하면서 보낼까요?,242,242,cnn,{},TRUE,
퇴근하고 할만한거 있어?,74,242,none,{},FALSE,
입국장으로는 어떻게 가는 걸까,243,243,cnn,{},TRUE,
어떻게 입국장까지 가죠?,243,243,cnn,{},TRUE,
입국장 위치는 어디서 확인하나요?,243,243,cnn,{},TRUE,
출국장 3층 가는 길,243,243,cnn,{},TRUE,
출국장 어디인지 어디서 봐?,243,243,cnn,{},TRUE,
어디서 출국장 찾으면 될까?,243,243,cnn,{},TRUE,
입국장 위치 확인하려면 어디로 갑니까?,243,243,cnn,{},TRUE,
어디에 출국장이 있는건데?,243,243,cnn,{},TRUE,
출국장은 공항 몇 층이야?,243,243,cnn,{},TRUE,
입국하는 사람들 어디로 나와?,66,243,none,{},FALSE,
입국하는 사람들 어디서 오는데?,66,243,none,{},FALSE,
1층에 입국장 있니?,243,243,cnn,{},TRUE,
입국하는 여행객들 나오는 출구 몇 층이야?,240,243,none,{},FALSE,
인천 입국장은 어디로 들어가야되니?,243,243,cnn,{},TRUE,
출국장 어디인지 몰라서,243,243,cnn,{},TRUE,
출입국장은 서로 다른데 있는거야?,243,243,cnn,{},TRUE,
같은 층에 있니? 출입국장,243,243,cnn,{},TRUE,
입국장은 몇층에 있는지 보여줘,243,243,cnn,{},TRUE,
터미널2 출국장 어딘지 알아?,243,243,cnn,{},TRUE,
나 공항입구인데 출국장가려면 어디로가?,243,243,cnn,{},TRUE,
인천공항 출국장을 찾아줘요,243,243,cnn,{},TRUE,
출국장 몇 층이지?인천공항에 입국장이 몇층에 잇어요?,243,243,cnn,{},TRUE,
피보전권리에 대한 도급물품 계약체결금지가처분소송?판례,244,244,cnn,{},TRUE,
보전처분에 대한 도급물품 계약체결금지가처분소송 사례에는 무엇이 있나요?,244,244,cnn,{},TRUE,
계약파기의 사유가 단순변심일 경우 이를 막을 수 있나요?,69,244,none,{},FALSE,
도급물품업체가 계약체결금지가처분소송을 걸 수 있는 타당한 사유에는?무엇이 있나요?,244,244,cnn,{},TRUE,
도급물품의 권리를 일시적으로 동결시킬 수 있는 소송에는 무엇이 있나요?,244,244,cnn,{},TRUE,
도급물품 계약체결금지가처분에 대한 역소송 소송 판례를 보여줘,244,244,cnn,{},TRUE,
법원의 계약체결금지가처분 소송 사례 중 도급물품에 한해 보여줘,244,244,cnn,{},TRUE,
도급물품 계약체결금지 소송결과,244,244,cnn,{},TRUE,
도급물품의 계약체결금지에 대한 민사소송 판례를 보여줘,244,244,cnn,{},TRUE,
도급물품업체 외 업체과의?계약을 동결할 수 있나요?,244,244,cnn,{},TRUE,
도급물품 지정업체와의 계약파기를 당분간 불가능하도록 내린 판결을 보여줘,244,244,cnn,{},TRUE,
타 업체와의 도급물품 계약이행을 금지하는 소송결과를 보여줘,244,244,cnn,{},TRUE,
도급물품 계약행위에 대해 금지된 소송결과를 보여줘,244,244,cnn,{},TRUE,
회사가 도급물품제작하청을 맡긴 업체에서 계약체결금지가처분 소송을 한 판례,244,244,cnn,{},TRUE,
도급물품의 계약체결금지가처분판례에 대한 이의신청소송을 걸 수 있나요?,244,244,cnn,{},TRUE,
도급물품 계약체결금지가처분 기간에 따른 소송 관련 판례,244,244,cnn,{},TRUE,
부당한 사유로 계약체결금지가처분판례를 당한경우 이에 대한 역소송 판례,244,244,cnn,{},TRUE,
계약체결금지가처분판례사유의 해결에?따른 소송 사례,244,244,cnn,{},TRUE,
보수 미지급에 따른 도급물품 계약체결금지가처분소송 관련 판례,244,244,cnn,{},TRUE,
일정 보수 지급에 따른 도급물품 계약체결금지가처분소송 관련 판례,244,244,cnn,{},TRUE,
감전사고로 야기된?손해배상청구소송에서 산업재해 인정기준 판례가 있나요?,245,245,cnn,{},TRUE,
감전사고 발생시 손해배상청구소송에서 손해책임비율이 적시된 판결 사례를 보여줘,245,245,cnn,{},TRUE,
감전사고 발생의 경우 손해배상청구소송의 판결 사례에 대해 문의드립니다,245,245,cnn,{},TRUE,
전기 감전사고로 생긴 손해배상청구권 소송의 판결 예시에 대해 질문드립니다,245,245,cnn,{},TRUE,
감전됐을 때 생긴 손해에 대한 배상청구권 소송 판례에 대해 문의드려요,245,245,cnn,{},TRUE,
손해배상청구 소송 중 전기 감전사고와 관련된 판결 예시문 부탁드립니다,245,245,cnn,{},TRUE,
감전당했을 때 발생 된 손실에 대한 손해배상청구 소송 사례에 대해 질의드립니다,245,245,cnn,{},TRUE,
감전됐을 때 발생한 피해에 대한 손해배상청구소송 판례?및 배상에 대해 문의드려요,245,245,cnn,{},TRUE,
감전사고시?손해배상 청구권 행사에 대한 소송 및 판결 사례에 대해 알려주세요,245,245,cnn,{},TRUE,
감전됐을 때 당한 피해에 대해 배상청구 소송 시 관련 판례를 알려주세요,245,245,cnn,{},TRUE,
감전됐을 때 입은?손해에 대한 배상청구소송의 배상액 관련 판결 예시 알려주세요,245,245,cnn,{},TRUE,
손해배상청구소송 중 재해로 인한 감전사고의 경우의 판례를 보여주세요,245,245,cnn,{},TRUE,
손해배상청구소의 판례 중 전기 감전사고와 관련 된 모든 판례를 가르쳐주세요,245,245,cnn,{},TRUE,
감전됐을 때 피해를 입었을 경우 제기 된 손해배상청구소송 및 판결 예시를 알려주세요,245,245,cnn,{},TRUE,
감전당했을 때 제기 된 손해배상청구소송의 판례는 어떤 것들이 있을까요?,245,245,cnn,{},TRUE,
전기 감전사고로 인한 손해배상청구소송에 관련된 판결 예시문들을 보고싶어요,107,245,none,{},FALSE,
감전사고로 야기된 손해배상청구소송에 관련되어있는 판례들을 알고싶습니다,245,245,cnn,{},TRUE,
감전사고 발생으로 인한 손해배상청구소송의 결과를 보여줘,245,245,cnn,{},TRUE,
감전으로 입은 피해때문에 청구된 손해배상소송의 판례를 알려주세요,245,245,cnn,{},TRUE,
감전당했을 때 발생한 손해에 대해 제기한 손해배상소송의 판결 결과를 보여주세요,245,245,cnn,{},TRUE,
에어프랑스?타야하는데?어딘지?모르겠어,246,246,cnn,{},TRUE,
사천항공?타는?위치?알려주세요,236,246,none,{},FALSE,
출국하려면 어느?터미널로 가야해?,139,246,none,{},FALSE,
중화항공?탑승?터미널?어디야?,246,246,cnn,{},TRUE,
홍콩항공은?어디서?탑승하는거야?,246,246,cnn,{},TRUE,
말레이시아항공?타는?곳이?어딘지?모르겠어,246,246,cnn,{},TRUE,
에어 뉴질랜드?비행기?탑승하는 곳까지?안내해줘,241,246,none,{},FALSE,
애어캐나다?터미널?위치,42,246,none,{},FALSE,
동방항공?탑승용?터미널,241,246,none,{},FALSE,
루프트한자?항공?타는?장소,246,246,cnn,{},TRUE,
스쿠트타이거항공?비행기?탑승하는 곳?알려줘,241,246,none,{},FALSE,
아틀라스항공?비행기?탑승하는?터미널?알려줘,246,246,cnn,{},TRUE,
비엣젯항공은?어디?터미널에서?탑승해요?,241,246,none,{},FALSE,
미얀마국제항공?타려면?몇번?터미널로가?,241,246,none,{},FALSE,
아에로멕시코?비행기는?어디서 타,246,246,cnn,{},TRUE,
외항사?탈건데 싶은데?티투로 가서?타?,18,246,none,{},FALSE,
내항사타려면?티원으로 가면?되나?,18,246,none,{},FALSE,
산동항공?취항?터미널?알려줘,18,246,none,{},FALSE,
내항사는?어디서?타요?,137,246,none,{},FALSE,
외항사?터미널?알려줘,18,246,none,{},FALSE,
내항사?출국?터미널은?어디로 가,243,246,none,{},FALSE,
플라이나스?비행기는?어디서?타면?돼?,246,246,cnn,{},TRUE,
에어캐나다?터미널?위치?알려줘,246,246,cnn,{},TRUE,
국내항공기?타는?곳은?,236,246,none,{},FALSE,
외국항공기?어디로 타러 가?,236,246,none,{},FALSE,
대한 항공의?승강장은?어디입니까?,258,246,none,{},FALSE,
출국하는데?취항사?터미널좀?알고?싶다,18,246,none,{},FALSE,
터키항공 체크인카운터,126,246,none,{},FALSE,
아시아나 카운터,126,246,none,{},FALSE,
이스타 카운터,246,246,cnn,{},TRUE,
유나이티드는 어디가서 해,85,246,none,{},FALSE,
유나이티드 카운터,275,246,none,{},FALSE,
체크 인은 어디에서 하나요?,246,246,cnn,{},TRUE,
원고 적격 여부에 대해 논한 소유권보존등기말소청구소송 판례 보기,247,247,cnn,{},TRUE,
소유권보존등기말소청구소송을 인용한 판례 검색해줘,247,247,cnn,{},TRUE,
소유권보존등기에 대한 말소청구소송을 기각한 판례들 보여주세요,247,247,cnn,{},TRUE,
당사자 능력에 대해 논한 소유권보존등기말소청구소송 판례 검색,247,247,cnn,{},TRUE,
소유권보존등기말소청구소송을 청구할 수 있는 자격에 대해 알려주세요,247,247,cnn,{},TRUE,
청구인 적격 여부에 대해 판단한 소유권보존등기말소청구소송 판례 찾아줘,247,247,cnn,{},TRUE,
권리남용에 의한 소유권보존등기말소청구소송에 말소소송 청구한 판례 보기,247,247,cnn,{},TRUE,
절차 위반을 이유로 소유권보존등기말소소송 청구한 판례 검색하기,247,247,cnn,{},TRUE,
내용상 하자를 이유로 소유권보존등기말소소송 제기한 경우의 판례 보기,247,247,cnn,{},TRUE,
위법한 절차에 의한 소유권보존등기말소청구소송 관련 판례 찾아주세요,247,247,cnn,{},TRUE,
형식상 하자를 이유로 소유권보존등기말소소송 청구한 판례 알려줘,247,247,cnn,{},TRUE,
소송요건 미비로 소유권보존등기말소소송 각하한 판례 검색해줘,247,247,cnn,{},TRUE,
